onet_soc_code,soc_code,occupation_title,occupation_description,a_median,tot_emp,median_wage_percentile,employment_percentile,labor_market_opportunity_score,interest_realistic,interest_investigative,interest_artistic,interest_social,interest_enterprising,interest_conventional,job_zone,education_expected_category,education_bachelors_or_higher_pct,essential_skill_active_learning_im,essential_skill_active_listening_im,essential_skill_critical_thinking_im,essential_skill_mathematics_im,essential_skill_reading_comprehension_im,essential_skill_science_im,essential_skill_speaking_im,essential_skill_writing_im,transferable_skill_complex_problem_solving_im,transferable_skill_coordination_im,transferable_skill_instructing_im,transferable_skill_judgment_and_decision_making_im,transferable_skill_management_of_financial_resources_im,transferable_skill_management_of_material_resources_im,transferable_skill_management_of_personnel_resources_im,transferable_skill_negotiation_im,transferable_skill_operation_and_control_im,transferable_skill_operations_analysis_im,transferable_skill_operations_monitoring_im,transferable_skill_persuasion_im,transferable_skill_programming_im,transferable_skill_quality_control_analysis_im,transferable_skill_repairing_im,transferable_skill_service_orientation_im,transferable_skill_social_perceptiveness_im,transferable_skill_systems_analysis_im,transferable_skill_systems_evaluation_im,transferable_skill_technology_design_im,transferable_skill_time_management_im,transferable_skill_troubleshooting_im
51-4032.00,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend drilling machines to drill, bore, ream, mill, or countersink metal or plastic work pieces.",49080.0,4680.0,0.2698744769874477,0.0738813735691987,0.1718779252783232,7.0,2.75,1.0,1.0,1.0,4.27,2.0,2.8137,7.12,2.75,3.0,3.0,2.5,3.12,1.75,3.0,2.25,3.0,2.12,2.25,3.0,1.62,1.88,2.0,2.0,3.12,1.75,3.62,2.12,1.25,2.88,2.62,2.0,2.75,2.12,2.0,1.88,3.0,2.75
51-4033.00,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend grinding and related tools that remove excess material or burrs from surfaces, sharpen edges or corners, or buff, hone, or polish metal or plastic work pieces.",46550.0,67000.0,0.207112970711297,0.5515088449531738,0.3793109078322354,7.0,2.14,1.18,1.0,1.0,3.91,2.0,2.212578742125787,0.0,2.62,2.88,3.0,2.75,3.12,1.5,3.0,2.38,2.88,2.88,2.25,3.0,1.62,2.12,2.12,2.0,4.0,1.62,4.0,2.0,1.75,3.5,2.62,2.12,2.62,2.38,2.25,1.62,2.75,3.0
51-4034.00,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend lathe and turning machines to turn, bore, thread, form, or face metal or plastic materials, such as wire, rod, or bar stock.",50620.0,16710.0,0.3101464435146444,0.2570239334027055,0.283585188458675,7.0,2.12,1.0,1.0,1.0,4.34,2.0,3.2908290829082905,9.72,2.0,3.0,2.62,2.12,3.0,1.75,2.75,2.25,2.62,2.62,2.12,2.88,1.88,2.0,2.0,1.88,3.38,1.75,3.5,2.0,1.88,3.0,2.25,2.0,2.5,2.0,2.0,1.75,2.75,2.62
51-4035.00,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend milling or planing machines to mill, plane, shape, groove, or profile metal or plastic work pieces.",52800.0,12460.0,0.3441422594142259,0.1873048907388137,0.2657235750765198,7.0,2.41,1.19,1.0,1.0,4.38,2.0,2.9891989198919893,18.83,2.62,3.0,3.12,2.62,2.88,1.38,2.88,2.62,2.75,2.75,2.12,2.62,1.5,1.62,2.0,1.75,3.38,1.88,3.88,1.88,1.5,2.88,2.38,2.0,2.62,2.12,2.0,1.62,2.62,2.75
51-4041.00,51-4041,Machinists,"Set up and operate a variety of machine tools to produce precision parts and instruments out of metal. Includes precision instrument makers who fabricate, modify, or repair mechanical instruments. May also fabricate and modify parts to make or repair machine tools or maintain industrial machines, applying knowledge of mechanics, mathematics, metal properties, layout, and machining procedures.",58750.0,287050.0,0.4069037656903765,0.8231009365244537,0.6150023511074152,7.0,3.7,1.95,1.16,1.21,4.4,3.0,2.5417,0.0,2.75,3.0,3.12,2.88,2.88,1.5,3.0,2.5,3.0,3.0,2.5,2.75,1.62,1.75,2.0,2.38,3.25,2.0,3.12,2.25,1.75,3.0,2.88,2.25,2.88,2.5,2.5,1.88,2.88,3.0
51-4051.00,51-4051,Metal-Refining Furnace Operators and Tenders,"Operate or tend furnaces, such as gas, oil, coal, electric-arc or electric induction, open-hearth, or oxygen furnaces, to melt and refine metal before casting or to produce specified types of steel.",54430.0,16780.0,0.3556485355648535,0.2580645161290322,0.3068565258469429,6.88,2.75,1.05,1.01,1.0,3.97,2.0,1.6414000000000002,0.0,2.88,3.0,3.0,2.5,3.0,2.0,3.0,2.75,3.0,2.75,2.62,2.75,1.75,2.0,2.62,2.12,3.75,1.75,3.88,2.25,1.0,3.0,2.75,2.12,2.88,2.38,2.62,1.25,2.88,2.88
51-4052.00,51-4052,"Pourers and Casters, Metal",Operate hand-controlled mechanisms to pour and regulate the flow of molten metal into molds to produce castings or ingots.,51810.0,4560.0,0.3294979079497908,0.0707596253902185,0.2001287666700046,7.0,2.45,1.14,1.05,1.0,3.76,2.0,1.7996,0.0,2.25,3.0,3.0,2.0,2.75,1.88,2.75,2.0,2.5,2.88,2.0,3.0,1.75,2.12,2.0,2.0,3.12,1.75,3.12,2.0,1.25,2.88,2.12,2.0,2.5,2.0,1.88,1.38,2.88,2.5
51-4061.00,51-4061,"Model Makers, Metal and Plastic","Set up and operate machines, such as lathes, milling and engraving machines, and jig borers to make working models of metal or plastic objects. Includes template makers.",63340.0,2610.0,0.4738493723849372,0.0343392299687825,0.2540943011768599,6.86,2.91,2.66,1.05,1.0,4.03,3.0,2.8938,0.83,2.5,2.75,3.25,2.62,2.88,1.62,2.62,2.38,2.75,2.5,1.88,3.0,1.62,1.88,1.88,1.75,3.62,2.38,3.5,1.88,2.0,3.25,2.88,1.5,2.25,2.25,2.12,2.0,3.0,3.0
51-4062.00,51-4062,"Patternmakers, Metal and Plastic","Lay out, machine, fit, and assemble castings and parts to metal or plastic foundry patterns, core boxes, or match plates.",58000.0,1470.0,0.3922594142259414,0.0176899063475546,0.204974660286748,6.21,1.73,3.37,1.0,1.0,4.21,3.0,2.946794679467947,0.11,2.62,3.0,3.0,2.38,3.0,1.5,3.0,2.25,3.0,2.62,2.38,2.88,1.25,1.38,2.0,2.0,3.12,2.38,3.38,2.0,2.12,3.12,2.12,2.0,2.62,2.12,2.12,2.0,2.88,2.25
51-4071.00,51-4071,Foundry Mold and Coremakers,Make or form wax or sand cores or molds used in the production of metal castings in foundries.,48110.0,12790.0,0.2447698744769874,0.1945889698231009,0.2196794221500442,6.82,2.27,2.14,1.05,1.0,3.5,2.0,1.6437,0.0,2.38,2.88,2.88,2.0,2.25,1.25,2.62,2.0,2.62,2.25,2.12,2.62,1.75,1.75,2.0,2.0,2.62,1.62,3.0,2.0,1.0,2.38,2.0,2.0,2.25,2.0,1.88,1.38,2.88,2.12
51-4072.00,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend metal or plastic molding, casting, or coremaking machines to mold or cast metal or thermoplastic parts or products.",44350.0,150470.0,0.1589958158995816,0.7117585848074922,0.4353772003535369,6.97,2.28,1.35,1.08,1.08,4.28,2.0,1.8396,0.0,2.88,3.25,3.0,2.25,3.12,1.12,3.0,2.62,2.75,2.38,2.25,2.75,1.5,1.5,2.25,2.12,3.12,1.88,3.38,2.12,1.38,3.0,2.88,2.12,2.88,1.62,2.12,1.38,3.0,2.88
51-4081.00,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend more than one type of cutting or forming machine tool or robot.",47180.0,124590.0,0.2207112970711297,0.6722164412070759,0.4464638691391028,7.0,2.27,1.0,1.08,1.0,4.59,2.0,2.2961,0.0,2.88,3.0,3.0,2.25,3.0,1.25,3.0,2.75,3.0,2.88,2.75,3.12,2.0,2.0,2.12,2.25,3.12,2.0,4.0,2.38,1.88,3.38,3.0,2.38,3.0,2.38,2.25,1.88,2.88,3.0
51-4111.00,51-4111,Tool and Die Makers,"Analyze specifications, lay out metal stock, set up and operate machine tools, and fit and assemble parts to make and repair dies, cutting tools, jigs, fixtures, gauges, and machinists' hand tools.",64050.0,56930.0,0.4864016736401673,0.518210197710718,0.5023059356754427,6.94,2.98,1.9,1.0,1.0,4.19,3.0,2.6079000000000003,0.0,3.0,3.0,3.12,2.75,2.88,1.75,2.88,2.25,3.0,2.88,2.12,3.12,1.38,1.62,1.88,1.88,3.25,2.88,3.25,1.88,1.62,3.25,2.88,1.75,2.5,2.75,2.38,2.75,3.12,3.0
51-4121.00,51-4121,"Welders, Cutters, Solderers, and Brazers","Use hand-welding, flame-cutting, hand-soldering, or brazing equipment to weld or join metal components or to fill holes, indentations, or seams of fabricated metal products.",53750.0,416210.0,0.3514644351464435,0.8751300728407908,0.6132972539936171,7.0,2.08,1.4,1.08,1.53,3.65,2.0,2.223822382238224,0.94,2.25,2.62,2.88,2.12,2.5,1.62,2.62,1.75,2.5,2.38,2.0,2.88,1.62,1.62,1.88,1.88,2.62,1.75,2.75,1.88,1.0,3.12,1.88,2.12,2.25,2.25,2.12,1.5,2.75,2.5
51-4122.00,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Set up, operate, or tend welding, soldering, or brazing machines or robots that weld, braze, solder, or heat treat metal products, components, or assemblies. Includes workers who operate laser cutters or laser-beam machines.",47920.0,31600.0,0.2379707112970711,0.3975026014568158,0.3177366563769435,7.0,2.02,1.29,1.13,1.5,3.9,2.0,2.3481,0.0,2.62,3.0,3.0,2.12,3.0,1.75,3.0,2.25,3.0,2.62,2.12,2.75,1.62,2.0,2.12,2.0,3.25,1.88,3.38,2.0,1.12,2.25,2.25,2.0,2.38,2.12,2.12,1.62,2.62,2.25
51-4191.00,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend heating equipment, such as heat-treating furnaces, flame-hardening machines, induction machines, soaking pits, or vacuum equipment to temper, harden, anneal, or heat treat metal or plastic objects.",48750.0,14000.0,0.2656903765690376,0.2190426638917794,0.2423665202304085,6.82,2.2,1.0,1.57,1.0,4.07,2.0,1.9059,0.0,2.75,3.12,3.0,2.88,2.88,2.0,3.12,2.88,2.75,2.88,2.88,3.0,1.62,1.75,2.38,1.88,3.75,1.88,3.75,1.88,1.75,3.12,2.75,2.12,2.62,2.12,2.12,1.0,2.75,2.75
51-4192.00,51-4192,"Layout Workers, Metal and Plastic","Lay out reference points and dimensions on metal or plastic stock or workpieces, such as sheets, plates, tubes, structural shapes, castings, or machine parts, for further processing. Includes shipfitters.",63870.0,5970.0,0.4832635983263598,0.0926118626430801,0.28793773048472,6.48,2.83,2.88,1.02,1.0,3.89,2.0,2.627537246275372,0.0,2.75,2.88,3.0,3.12,3.0,1.25,2.88,2.5,3.0,2.88,2.38,3.0,1.5,1.5,1.88,1.88,2.88,2.25,3.0,2.12,1.12,3.0,2.0,2.0,2.75,2.12,2.12,1.62,2.75,2.12
51-4193.00,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend plating machines to coat metal or plastic products with chromium, zinc, copper, cadmium, nickel, or other metal to protect or decorate surfaces. Typically, the product being coated is immersed in molten metal or an electrolytic solution.",43960.0,32410.0,0.1548117154811715,0.4006243496357961,0.2777180325584838,7.0,2.23,1.41,1.0,1.0,4.1,2.0,1.6576,3.43,2.12,3.12,3.0,2.0,3.12,2.0,3.0,2.75,2.62,3.0,2.25,2.88,1.5,1.88,2.12,2.38,3.12,1.88,3.25,2.38,1.0,3.0,2.25,2.25,2.62,2.0,2.0,1.38,3.0,2.38
51-4194.00,51-4194,"Tool Grinders, Filers, and Sharpeners","Perform precision smoothing, sharpening, polishing, or grinding of metal objects.",50060.0,5600.0,0.2918410041841004,0.0884495317377731,0.1901452679609367,7.0,2.02,1.25,1.0,1.0,4.15,2.0,2.405959404059594,0.0,2.75,2.75,3.25,2.75,2.88,1.12,2.5,2.5,2.88,2.38,2.5,2.88,2.0,2.12,2.38,2.25,3.75,1.88,3.88,2.25,1.5,3.5,3.38,2.12,2.5,2.5,2.25,1.88,2.75,3.0
51-4199.00,51-4199,"Metal Workers and Plastic Workers, All Other",All metal workers and plastic workers not listed separately.,45950.0,15900.0,0.1893305439330544,0.2497398543184183,0.2195351991257363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-5111.00,51-5111,Prepress Technicians and Workers,Format and proof text and images submitted by designers and clients into finished pages that can be printed. Includes digital and photo typesetting. May produce printing plates.,48690.0,23840.0,0.2625523012552301,0.3402705515088449,0.3014114263820375,5.01,1.96,3.1,1.65,1.35,5.76,3.0,3.39013901390139,5.2,2.88,3.12,3.12,2.0,3.0,1.62,3.12,2.88,3.0,3.0,2.75,3.0,1.5,1.75,2.25,2.62,2.62,2.0,3.0,2.88,1.75,2.75,2.12,2.62,2.88,2.38,2.38,1.75,3.12,2.12
51-5112.00,51-5112,Printing Press Operators,"Set up and operate digital, letterpress, lithographic, flexographic, gravure, or other printing machines. Includes short-run offset printing presses.",45780.0,144260.0,0.1851464435146443,0.7023933402705516,0.4437698918925979,4.8,1.18,1.74,1.71,1.77,5.43,2.0,2.3054,0.0,2.88,3.12,3.12,2.12,3.12,1.0,3.12,2.38,3.0,3.0,2.25,3.12,1.62,2.12,2.12,2.0,3.25,1.62,3.62,2.38,1.5,3.88,3.12,2.12,2.75,2.25,2.25,1.5,3.12,3.12
51-5113.00,51-5113,Print Binding and Finishing Workers,Bind books and other publications or finish printed products by hand or machine. May set up binding and finishing machines.,42290.0,33180.0,0.131276150627615,0.4058272632674297,0.2685517069475224,5.44,1.2,2.05,1.47,1.23,5.49,2.0,2.100989901009899,0.0,2.5,2.88,3.25,2.12,3.12,1.12,3.0,2.75,3.0,2.88,2.88,3.12,1.62,1.62,2.5,2.12,2.88,1.25,3.38,2.12,1.62,3.0,2.88,2.62,2.62,2.5,2.38,1.62,2.88,2.62
51-6011.00,51-6011,Laundry and Dry-Cleaning Workers,"Operate or tend washing or dry-cleaning machines to wash or dry-clean industrial or household articles, such as cloth garments, suede, leather, furs, blankets, draperies, linens, rugs, and carpets. Includes spotters and dyers of these articles.",34890.0,198040.0,0.0156903765690376,0.7721123829344433,0.3939013797517404,6.38,1.0,1.18,1.36,1.54,4.26,2.0,1.354,0.0,2.62,3.0,2.75,1.62,2.75,1.0,2.88,2.12,2.38,2.5,2.38,2.75,1.62,1.62,2.25,2.25,2.75,1.62,2.88,2.25,1.0,2.25,1.75,2.38,2.88,2.0,2.0,1.0,2.88,2.12
51-6021.00,51-6021,"Pressers, Textile, Garment, and Related Materials",Press or shape articles by hand or machine.,35060.0,26120.0,0.0198744769874477,0.3600416233090531,0.1899580501482504,6.38,1.46,2.31,1.15,1.0,3.5,2.0,2.7132000000000005,14.15,2.12,2.0,2.5,1.62,2.0,1.0,2.12,1.75,2.25,2.0,1.25,2.12,1.5,1.5,1.5,1.75,3.0,1.5,2.5,1.75,1.0,2.12,1.75,1.88,2.0,1.62,1.88,1.5,2.5,2.25
51-6031.00,51-6031,Sewing Machine Operators,"Operate or tend sewing machines to join, reinforce, decorate, or perform related sewing operations in the manufacture of garment or nongarment products.",36670.0,104880.0,0.0507322175732217,0.6378772112382934,0.3443047144057576,6.78,1.37,1.75,1.16,1.15,3.97,2.0,1.626962696269627,0.0,2.12,2.75,2.75,2.0,2.62,1.0,2.12,2.0,2.75,2.5,2.0,2.75,1.75,1.75,1.75,1.75,2.62,1.62,2.75,1.75,1.0,2.75,1.88,1.75,2.38,1.88,1.88,1.0,2.75,2.12
51-6041.00,51-6041,Shoe and Leather Workers and Repairers,"Construct, decorate, or repair leather and leather-like products, such as luggage, shoes, and saddles. May use hand tools.",37800.0,7450.0,0.0700836820083682,0.1103017689906347,0.0901927254995014,6.94,1.63,3.13,1.32,1.53,3.19,2.0,1.5638999999999998,0.0,2.38,3.0,3.0,1.88,2.88,1.0,3.0,2.12,2.38,2.88,2.25,2.88,1.62,1.88,2.12,2.0,2.25,1.62,2.88,2.25,1.0,2.5,1.5,2.88,2.88,1.88,1.5,1.38,2.75,2.0
51-6042.00,51-6042,Shoe Machine Operators and Tenders,"Operate or tend a variety of machines to join, decorate, reinforce, or finish shoes and shoe parts.",35650.0,3280.0,0.0334728033472803,0.0489073881373569,0.0411900957423186,6.71,1.77,1.67,1.3,1.54,3.88,2.0,1.8509,0.0,2.12,3.0,3.0,2.0,3.12,1.12,2.75,2.12,2.62,2.25,2.12,2.62,1.88,1.88,2.12,2.12,3.0,1.75,3.0,2.12,1.25,2.88,2.62,2.12,2.25,2.12,2.12,1.38,2.75,2.75
51-6051.00,51-6051,"Sewers, Hand","Sew, join, reinforce, or finish, usually with needle and thread, a variety of manufactured items. Includes weavers and stitchers.",36480.0,2190.0,0.0481171548117154,0.028095733610822,0.0381064442112687,6.48,1.0,2.39,1.56,1.15,3.25,2.0,1.3657,0.52,2.38,2.62,2.5,2.0,2.5,1.0,2.62,1.88,2.62,2.12,2.0,2.88,1.5,1.88,2.0,1.88,2.25,1.88,2.25,1.88,1.12,2.25,1.0,2.12,2.12,2.0,1.75,1.38,2.75,2.0
51-6052.00,51-6052,"Tailors, Dressmakers, and Custom Sewers","Design, make, alter, repair, or fit garments.",41640.0,13920.0,0.1223849372384937,0.2174817898022892,0.1699333635203915,5.88,1.16,3.96,1.99,2.44,3.13,2.0,2.3698,9.46,2.62,3.0,3.0,1.88,2.62,1.0,3.0,2.5,2.62,2.62,2.12,2.75,1.75,1.62,2.0,2.12,2.25,2.38,2.5,2.12,1.0,2.12,2.0,2.62,2.88,2.0,2.0,1.88,3.12,2.12
51-6061.00,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,"Operate or tend machines to bleach, shrink, wash, dye, or finish textiles or synthetic or glass fibers.",38180.0,5310.0,0.0774058577405857,0.0832466181061394,0.0803262379233626,6.77,2.07,1.27,1.27,1.21,4.18,2.0,1.8851114888511151,0.0,2.12,3.0,2.88,2.5,2.88,1.62,2.88,2.5,2.62,2.75,2.0,2.88,1.62,1.75,2.0,2.0,3.38,1.62,3.75,2.0,1.38,2.88,2.5,2.0,2.62,2.12,2.12,1.62,3.0,2.62
51-6062.00,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders","Set up, operate, or tend machines that cut textiles.",38760.0,9000.0,0.0857740585774058,0.1404786680541103,0.113126363315758,6.36,1.55,1.51,1.22,1.56,4.49,2.0,1.6769,0.0,2.5,3.0,2.88,2.12,2.75,1.0,3.0,2.62,2.75,3.0,2.25,2.88,1.75,1.88,2.38,1.88,3.38,1.75,3.75,1.88,1.75,3.12,3.0,1.88,2.5,2.38,2.12,1.75,2.88,3.0
51-6063.00,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders","Set up, operate, or tend machines that knit, loop, weave, or draw in textiles.",39530.0,13030.0,0.0972803347280334,0.1997918834547346,0.148536109091384,6.95,1.81,1.56,1.02,1.36,4.28,2.0,1.9468,0.0,2.0,3.0,2.88,1.88,2.75,1.12,2.88,2.38,2.5,2.38,2.12,2.5,1.5,1.5,2.0,1.88,3.0,1.75,3.38,1.62,1.25,2.88,2.25,2.12,2.25,2.12,2.0,1.25,2.62,2.5
51-6064.00,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","Set up, operate, or tend machines that wind or twist textiles; or draw out and combine sliver, such as wool, hemp, or synthetic fibers. Includes slubber machine and drawing frame operators.",38670.0,22020.0,0.0847280334728033,0.3184183142559833,0.2015731738643933,6.5,1.48,1.33,1.0,1.53,4.32,2.0,1.4616,0.0,2.38,3.0,3.0,2.0,2.5,1.0,3.12,2.38,2.5,2.62,2.38,2.62,1.75,1.75,2.38,1.88,3.5,1.75,3.62,1.88,1.0,3.12,2.5,2.0,2.5,2.25,2.25,1.38,2.5,2.88
51-6091.00,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","Set up, operate, or tend machines that extrude and form continuous filaments from synthetic materials, such as liquid polymer, rayon, and fiberglass.",46350.0,12850.0,0.2018828451882845,0.1977107180020811,0.1997967815951828,6.5,2.21,1.27,1.22,1.41,4.05,2.0,1.8705,0.0,2.75,3.0,2.88,2.0,2.88,1.25,3.0,2.62,3.0,3.0,2.25,3.0,1.75,2.0,2.12,2.12,3.75,2.0,4.0,2.25,1.25,3.0,2.88,2.12,2.62,2.0,2.0,1.5,3.0,2.88
51-6092.00,51-6092,Fabric and Apparel Patternmakers,Draw and construct sets of precision master fabric patterns or layouts. May also mark and cut fabrics and apparel.,62750.0,2950.0,0.4686192468619247,0.0405827263267429,0.2546009865943338,5.65,1.34,5.4,1.31,1.45,4.17,3.0,3.512851285128513,26.36,3.12,3.38,3.75,3.12,3.12,1.12,3.12,3.0,3.0,2.88,2.88,3.25,2.0,2.0,2.12,2.5,2.5,2.88,3.0,2.62,2.0,3.12,1.25,2.88,2.88,2.75,2.75,2.12,3.25,2.12
51-6093.00,51-6093,Upholsterers,"Make, repair, or replace upholstery for household furniture or transportation vehicles.",46340.0,20140.0,0.2003138075313807,0.2965660770031217,0.2484399422672512,6.81,1.84,2.92,1.38,1.0,2.92,2.0,1.5618,0.0,3.0,3.0,3.5,2.5,3.12,1.25,3.0,2.62,3.0,2.75,2.5,3.0,2.12,2.0,2.38,2.38,2.75,2.12,2.88,2.5,1.0,2.75,2.5,2.88,2.88,2.12,2.25,1.88,3.0,2.38
51-6099.00,51-6099,"Textile, Apparel, and Furnishings Workers, All Other","All textile, apparel, and furnishings workers not listed separately.",37280.0,13530.0,0.057531380753138,0.2081165452653486,0.1328239630092433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-7011.00,51-7011,Cabinetmakers and Bench Carpenters,"Cut, shape, and assemble wooden articles or set up and operate a variety of woodworking machines, such as power saws, jointers, and mortisers to surface, cut, or shape lumber or to fabricate parts for wood products.",46680.0,77170.0,0.209205020920502,0.5848074921956296,0.3970062565580658,7.0,2.05,2.5,1.11,1.23,3.38,2.0,2.1526,0.0,2.75,2.88,3.0,2.88,2.88,1.38,3.0,2.38,2.88,2.75,2.25,3.0,1.75,1.75,2.5,2.0,3.12,3.0,3.5,2.25,1.62,3.38,2.88,2.38,2.62,2.0,2.25,1.88,3.0,3.0
51-7021.00,51-7021,Furniture Finishers,"Shape, finish, and refinish damaged, worn, or used furniture or new high-grade furniture to specified color or finish.",44540.0,14480.0,0.1631799163179916,0.2320499479708636,0.1976149321444276,7.0,1.45,2.93,1.25,1.0,2.87,2.0,1.6770999999999998,0.0,2.75,3.12,3.12,2.0,2.75,1.12,3.0,2.38,2.88,2.88,2.75,3.0,1.88,2.12,2.62,2.25,2.75,2.12,3.0,2.5,1.12,2.88,2.38,2.88,2.75,2.12,2.12,1.5,3.0,2.5
51-7031.00,51-7031,"Model Makers, Wood",Construct full-size and scale wooden precision models of products. Includes wood jig builders and loft workers.,56550.0,280.0,0.3760460251046025,0.0031217481789802,0.1895838866417913,7.0,2.57,3.79,1.38,1.59,3.99,3.0,2.6659,14.33,2.75,2.88,3.0,2.38,3.0,1.62,3.0,2.62,2.75,2.75,2.25,3.0,1.38,1.62,2.12,1.75,2.88,2.88,3.12,2.12,1.0,2.88,1.75,2.38,2.75,2.12,2.0,1.75,3.0,2.12
51-7032.00,51-7032,"Patternmakers, Wood","Plan, lay out, and construct wooden unit or sectional patterns used in forming sand molds for castings.",49630.0,220.0,0.2834728033472803,0.0010405827263267,0.1422566930368035,6.58,2.06,4.06,1.29,1.26,4.04,3.0,2.5695,0.0,2.75,3.0,3.0,3.0,3.12,1.75,2.88,2.62,3.12,2.5,2.12,2.88,2.38,2.25,2.12,1.75,3.12,2.88,3.12,1.88,1.62,3.0,2.25,2.12,2.88,2.25,2.25,1.88,2.88,2.38
51-7041.00,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood","Set up, operate, or tend wood sawing machines. May operate computer numerically controlled (CNC) equipment. Includes lead sawyers.",42770.0,40850.0,0.1401673640167364,0.4568158168574401,0.2984915904370883,7.0,2.36,1.0,1.16,1.0,3.87,2.0,2.0675,0.0,2.12,2.75,3.0,2.0,2.38,1.25,2.62,1.75,2.62,2.62,2.0,2.75,1.5,1.75,2.0,1.88,3.12,1.88,3.12,1.88,1.12,3.0,2.62,1.88,2.5,2.0,2.0,1.38,2.75,3.0
51-7042.00,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","Set up, operate, or tend woodworking machines, such as drill presses, lathes, shapers, routers, sanders, planers, and wood nailing machines. May operate computer numerically controlled (CNC) equipment.",43380.0,61420.0,0.1485355648535564,0.5348595213319459,0.3416975430927512,7.0,2.38,1.13,1.2,1.02,4.14,2.0,1.9076,1.72,2.5,2.88,3.0,2.38,2.75,1.5,3.0,1.88,2.75,2.12,1.88,2.88,1.62,1.75,1.88,1.88,3.5,1.88,3.62,1.88,1.75,3.25,2.88,1.88,2.25,1.75,2.0,1.88,2.75,3.0
51-7099.00,51-7099,"Woodworkers, All Other",All woodworkers not listed separately.,44530.0,5490.0,0.1621338912133891,0.0853277835587929,0.123730837386091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-8011.00,51-8011,Nuclear Power Reactor Operators,"Operate or control nuclear reactors. Move control rods, start and stop equipment, monitor and adjust controls, and record data in logs. Implement emergency procedures when needed. May respond to abnormalities, determine cause, and recommend corrective action.",122890.0,5150.0,0.8828451882845189,0.0801248699271592,0.481485029105839,5.4,3.12,1.0,2.07,2.6,5.14,3.0,3.273527352735273,15.32,3.12,3.88,3.88,2.75,4.0,2.75,3.25,3.5,3.75,3.25,3.0,3.5,2.0,2.0,3.0,2.75,4.0,1.38,4.0,2.88,2.0,3.25,1.38,2.88,3.0,3.12,2.88,1.38,3.38,3.0
51-8012.00,51-8012,Power Distributors and Dispatchers,"Coordinate, regulate, or distribute electricity or steam.",106730.0,8520.0,0.8378661087866108,0.1300728407908428,0.4839694747887268,5.2,2.43,1.0,1.98,3.09,5.11,3.0,3.5191,5.64,3.0,3.62,3.62,2.75,3.62,1.88,3.5,3.12,3.25,3.0,2.75,3.25,1.62,1.75,2.75,2.62,3.12,2.12,3.25,2.62,1.38,2.75,1.75,2.62,2.75,2.88,2.75,1.62,3.0,2.25
